SECCION;IPCC_SECTOR;IPCC_DIVISION;IPCC_CLASS;IPCC_SUBCLASS;CONTAMINANTE;UNIDAD;CO2EQ1990;CO2EQ1991;CO2EQ1992;CO2EQ1993;CO2EQ1994;CO2EQ1995;CO2EQ1996;CO2EQ1997;CO2EQ1998;CO2EQ1999;CO2EQ2000;CO2EQ2001;CO2EQ2002;CO2EQ2003;CO2EQ2004;CO2EQ2005;CO2EQ2006;CO2EQ2007;CO2EQ2008;CO2EQ2009;CO2EQ2010;CO2EQ2011;CO2EQ2012;CO2EQ2013;CO2EQ2014;CO2EQ2015;CO2EQ2016;CO2EQ2017;CO2EQ2018;CO2EQ2019;CO2EQ2020;EM1990;EM1991;EM1992;EM1993;EM1994;EM1995;EM1996;EM1997;EM1998;EM1999;EM2000;EM2001;EM2002;EM2003;EM2004;EM2005;EM2006;EM2007;EM2008;EM2009;EM2010;EM2011;EM2012;EM2013;EM2014;EM2015;EM2016;EM2017;EM2018;EM2019;EM2020;;;;;;;;;;
INV;2;F;1;a;PFC-116;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,14;0,02;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;F;1;b;HFC-134a;Gg;0,00;0,00;0,00;0,00;0,00;0,00;1,96;5,88;10,34;15,09;21,29;27,31;32,73;39,26;44,80;51,44;59,29;64,43;67,30;59,89;59,59;56,97;50,99;48,84;51,27;47,18;44,03;40,89;37,74;34,60;31,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,01;0,02;0,02;0,03;0,03;0,04;0,04;0,05;0,05;0,04;0,04;0,04;0,04;0,03;0,04;0,03;0,03;0,03;0,03;0,02;0,02;;;;;;;;;;
INV;2;F;1;c;HFC-PFC;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;89,15;349,59;469,65;366,55;346,62;400,33;615,81;1.134,72;1.009,13;1.008,66;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;89,15;349,59;469,65;366,55;346,62;400,33;615,81;1.134,72;1.009,13;1.008,66;;;;;;;;;;
INV;2;F;1;c;HFC-125;Gg;0,00;0,00;0,00;0,00;0,00;0,00;87,99;180,28;339,64;518,00;748,04;984,04;1.204,48;1.444,75;1.701,86;2.008,65;2.980,18;3.894,11;4.337,63;3.871,05;3.894,20;3.951,42;4.166,72;4.265,78;4.184,87;2.162,06;1.980,93;1.395,22;856,77;704,20;538,37;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,05;0,10;0,15;0,21;0,28;0,34;0,41;0,49;0,57;0,85;1,11;1,24;1,11;1,11;1,13;1,19;1,22;1,20;0,62;0,57;0,40;0,24;0,20;0,15;;;;;;;;;;
INV;2;F;1;c;HFC-134a;Gg;0,00;0,00;0,00;0,00;0,00;0,00;16,80;48,44;103,35;162,98;240,42;317,30;387,52;468,81;544,87;636,04;869,11;1.071,51;1.172,77;1.034,27;1.035,55;1.061,75;1.175,99;1.233,23;1.188,91;608,10;640,70;491,06;240,41;277,79;180,94;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,03;0,07;0,11;0,17;0,22;0,27;0,33;0,38;0,44;0,61;0,75;0,82;0,72;0,72;0,74;0,82;0,86;0,83;0,43;0,45;0,34;0,17;0,19;0,13;;;;;;;;;;
INV;2;F;1;c;HFC-143a;Gg;0,00;0,00;0,00;0,00;0,00;0,00;125,69;257,53;415,40;592,06;819,85;1.053,55;1.271,81;1.509,47;1.763,65;2.066,94;2.406,48;2.725,94;2.881,30;2.718,25;2.726,50;2.711,17;2.666,39;2.645,74;2.663,47;1.102,62;1.098,09;562,53;309,77;271,92;188,38;0,00;0,00;0,00;0,00;0,00;0,00;0,03;0,06;0,09;0,13;0,18;0,24;0,28;0,34;0,39;0,46;0,54;0,61;0,64;0,61;0,61;0,61;0,60;0,59;0,60;0,25;0,25;0,13;0,07;0,06;0,04;;;;;;;;;;
INV;2;F;1;c;HFC-152a;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,04;0,15;0,21;0,16;0,32;0,53;0,52;0,32;0,27;0,24;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;F;1;c;HFC-227ea;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,68;6,61;8,87;6,93;13,67;23,11;22,65;13,83;11,77;10,17;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,00;0,00;0,00;;;;;;;;;;
INV;2;F;1;c;HFC-23;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,62;0,52;0,48;0,41;0,45;0,10;0,41;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;F;1;c;HFC-32;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;7,08;15,02;25,26;35,76;45,58;56,32;67,82;81,56;97,02;111,53;118,41;110,90;111,26;126,14;178,37;202,41;181,89;118,25;122,68;114,77;81,44;73,12;61,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,02;0,04;0,05;0,07;0,08;0,10;0,12;0,14;0,17;0,18;0,16;0,16;0,19;0,26;0,30;0,27;0,18;0,18;0,17;0,12;0,11;0,09;;;;;;;;;;
INV;2;F;1;c;PFC-116;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,02;0,02;0,03;0,04;0,04;0,05;0,06;0,06;0,06;0,06;0,06;0,05;0,05;0,74;0,60;0,50;0,44;0,44;0,12;0,40;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;F;1;c;PFC-218;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,02;0,03;0,04;0,05;0,06;0,07;0,09;0,24;0,41;0,57;0,65;0,57;0,57;0,55;0,48;0,45;0,48;6,27;5,19;7,81;6,49;11,90;6,92;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;F;1;d;HFC-125;Gg;0,00;0,00;0,00;0,00;0,00;0,00;2,09;4,27;6,89;9,83;13,61;17,48;21,11;25,05;29,27;34,30;39,94;45,24;47,82;45,11;45,25;44,48;42,25;41,23;42,11;17,74;17,19;9,35;5,44;5,01;3,56;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;F;1;d;HFC-134a;Gg;0,00;0,00;0,00;0,00;0,00;0,00;3,99;11,91;20,94;30,55;43,09;55,28;66,24;79,46;90,69;104,15;120,06;130,53;136,38;121,46;120,86;115,59;103,55;99,22;104,10;33,42;53,58;34,66;4,67;26,10;11,31;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,02;0,03;0,04;0,05;0,06;0,06;0,07;0,08;0,09;0,10;0,08;0,08;0,08;0,07;0,07;0,07;0,02;0,04;0,02;0,00;0,02;0,01;;;;;;;;;;
INV;2;F;1;d;HFC-143a;Gg;0,00;0,00;0,00;0,00;0,00;0,00;3,15;6,45;10,40;14,83;20,54;26,39;31,86;37,81;44,18;51,77;60,28;68,28;72,17;68,09;68,29;67,14;63,78;62,22;63,56;26,77;25,95;14,12;8,21;7,56;5,38;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,01;0,01;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;F;1;e;HFC-134a;Gg;0,00;0,00;0,00;0,00;0,00;0,00;81,49;127,34;187,96;263,53;361,06;470,26;565,85;667,26;791,38;956,25;1.128,89;1.328,43;1.390,77;1.430,26;1.414,53;1.398,20;1.408,23;1.437,43;1.421,31;1.417,38;1.415,50;1.360,09;1.320,15;1.260,28;1.184,87;0,00;0,00;0,00;0,00;0,00;0,00;0,06;0,09;0,13;0,18;0,25;0,33;0,40;0,47;0,55;0,67;0,79;0,93;0,97;1,00;0,99;0,98;0,98;1,01;0,99;0,99;0,99;0,95;0,92;0,88;0,83;;;;;;;;;;
INV;2;F;1;f;HFC-125;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;43,66;92,59;155,73;220,53;281,07;347,36;418,45;503,30;598,96;688,71;730,97;684,34;686,58;675,91;644,96;630,39;642,99;531,43;487,54;480,97;414,30;402,78;342,32;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,03;0,04;0,06;0,08;0,10;0,12;0,14;0,17;0,20;0,21;0,20;0,20;0,19;0,18;0,18;0,18;0,15;0,14;0,14;0,12;0,12;0,10;;;;;;;;;;
INV;2;F;1;f;HFC-134a;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;17,82;37,76;63,47;89,85;114,49;141,32;170,01;204,24;242,57;278,63;296,16;277,76;278,69;274,43;261,99;256,25;261,18;207,25;181,03;167,31;138,16;122,11;100,98;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,03;0,04;0,06;0,08;0,10;0,12;0,14;0,17;0,19;0,21;0,19;0,19;0,19;0,18;0,18;0,18;0,14;0,13;0,12;0,10;0,09;0,07;;;;;;;;;;
INV;2;F;1;f;HFC-32;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;8,10;17,17;28,88;40,90;52,13;64,42;77,61;93,36;111,11;127,76;135,60;126,94;127,35;124,92;117,84;114,52;117,39;97,49;89,77;89,08;77,06;75,30;64,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,03;0,04;0,06;0,08;0,10;0,11;0,14;0,16;0,19;0,20;0,19;0,19;0,19;0,17;0,17;0,17;0,14;0,13;0,13;0,11;0,11;0,10;;;;;;;;;;
INV;2;F;2;a;HFC-134a;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;13,45;91,83;103,05;95,59;83,65;59,35;30,95;33,67;30,24;40,80;28,51;31,13;37,24;28,97;31,15;19,53;15,83;15,25;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,06;0,07;0,07;0,06;0,04;0,02;0,02;0,02;0,03;0,02;0,02;0,03;0,02;0,02;0,01;0,01;0,01;;;;;;;;;;
INV;2;F;2;a;HFC-152a;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;23,97;23,85;20,80;12,79;9,78;8,31;8,04;9,45;8,14;5,86;6,78;5,28;5,74;5,24;3,55;3,57;4,28;4,87;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,19;0,19;0,17;0,10;0,08;0,07;0,06;0,08;0,07;0,05;0,05;0,04;0,05;0,04;0,03;0,03;0,03;0,04;;;;;;;;;;
INV;2;F;2;a;HFC-245fa;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;155,68;149,08;142,41;129,46;102,39;63,89;57,30;47,85;41,88;19,87;19,94;20,48;19,79;17,75;15,69;13,57;11,88;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,15;0,14;0,14;0,13;0,10;0,06;0,06;0,05;0,04;0,02;0,02;0,02;0,02;0,02;0,02;0,01;0,01;;;;;;;;;;
INV;2;F;2;a;HFC-365mfc;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;210,02;200,81;191,52;174,10;137,69;86,00;77,08;64,35;56,18;26,63;26,73;27,55;26,82;17,45;15,86;14,22;12,91;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,26;0,25;0,24;0,22;0,17;0,11;0,10;0,08;0,07;0,03;0,03;0,03;0,03;0,02;0,02;0,02;0,02;;;;;;;;;;
INV;2;F;3;a;HFC-125;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,04;0,07;0,03;0,06;0,04;0,03;0,03;0,02;0,02;0,02;0,02;0,00;0,01;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;F;3;a;HFC-227ea;Gg;0,00;0,00;0,00;0,00;0,00;0,02;0,02;0,05;0,13;0,10;0,07;0,16;0,17;0,19;0,25;0,29;0,29;0,45;0,51;0,57;0,61;0,70;0,76;0,71;0,46;3,18;0,46;0,22;0,31;0,29;0,29;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;F;3;a;HFC-23;Gg;0,00;0,00;0,00;0,00;0,00;0,04;0,05;0,22;1,07;2,04;1,59;1,60;1,51;2,03;1,64;1,15;0,84;1,28;1,21;1,09;0,99;0,92;0,80;0,62;0,19;1,07;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;F;3;a;HFC-236fa;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;F;3;a;PFC-410;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;F;3;b;HFC-125;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,02;0,02;0,05;0,12;0,65;1,48;1,69;2,26;2,50;2,67;2,77;2,81;2,79;2,72;2,69;2,46;2,27;2,05;1,85;1,75;1,60;1,45;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;F;3;b;HFC-227ea;Gg;0,00;0,00;0,00;0,00;0,00;0,35;0,57;1,16;2,80;4,06;4,75;6,83;8,91;10,90;13,44;16,46;19,04;23,50;28,20;33,21;38,09;43,82;49,65;54,30;53,83;51,07;48,19;44,28;40,66;37,19;34,14;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,02;0,02;0,02;0,02;0,01;0,01;0,01;0,01;0,01;;;;;;;;;;
INV;2;F;3;b;HFC-23;Gg;0,00;0,00;0,00;0,00;0,00;0,51;1,13;3,98;18,09;44,00;60,82;76,05;88,57;106,90;118,28;122,03;121,14;126,21;129,96;131,67;131,84;130,58;128,11;123,30;113,63;103,26;93,05;84,01;75,75;68,30;62,05;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,00;0,00;;;;;;;;;;
INV;2;F;3;b;HFC-236fa;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,14;0,12;0,11;0,10;0,09;0,08;0,07;0,07;0,06;0,05;0,05;0,04;0,04;0,03;0,03;0,03;0,03;0,02;0,02;0,02;0,02;0,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;F;3;b;PFC-410;Gg;0,00;0,00;0,00;0,00;0,00;0,06;0,23;0,24;0,22;0,24;0,21;0,19;0,17;0,16;0,14;0,13;0,11;0,10;0,09;0,08;0,07;0,07;0,06;0,05;0,05;0,04;0,04;0,04;0,03;0,03;0,03;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;F;4;a;HFC-134a;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;2,97;218,53;219,19;216,86;206,12;196,95;371,07;219,62;229,83;233,51;247,16;264,08;246,26;239,80;252,87;240,62;240,57;251,44;202,58;266,37;289,86;312,74;312,59;300,02;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,15;0,15;0,15;0,14;0,14;0,26;0,15;0,16;0,16;0,17;0,18;0,17;0,17;0,18;0,17;0,17;0,18;0,14;0,19;0,20;0,22;0,22;0,21;;;;;;;;;;
INV;2;F;4;b;HFC-134a;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;210,83;259,05;272,00;234,38;175,89;199,59;211,34;150,79;143,82;138,96;127,34;114,60;99,97;88,54;75,47;63,53;51,47;40,44;26,37;12,22;6,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,15;0,18;0,19;0,16;0,12;0,14;0,15;0,11;0,10;0,10;0,09;0,08;0,07;0,06;0,05;0,04;0,04;0,03;0,02;0,01;0,00;0,00;0,00;;;;;;;;;;
INV;2;F;4;b;HFC-152a;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;1,75;5,36;1,64;1,57;1,02;1,84;1,30;2,84;4,48;2,48;12,35;8,81;11,32;2,93;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,04;0,01;0,01;0,01;0,01;0,01;0,02;0,04;0,02;0,10;0,07;0,09;0,02;;;;;;;;;;
INV;2;G;1;a;SF6;Gg;0,32;3,63;4,93;7,22;12,53;23,66;29,72;68,56;70,90;77,83;93,87;66,41;78,21;65,88;78,48;74,08;78,87;70,42;68,35;46,70;39,83;46,95;22,37;16,78;11,64;14,48;18,77;15,74;12,40;11,31;11,65;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;G;1;b;SF6;Gg;63,67;65,13;67,03;68,76;71,05;75,86;80,25;82,42;85,39;88,05;90,75;95,78;100,80;108,01;120,35;136,46;150,89;165,20;175,00;181,49;190,70;188,41;193,87;193,61;194,97;204,13;207,42;205,85;209,95;210,77;212,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;0,01;;;;;;;;;;
INV;2;G;1;c;SF6;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,20;0,28;0,08;0,08;0,00;0,02;0,00;0,00;0,08;0,08;0,90;1,56;2,00;1,93;1,52;1,14;0,39;0,86;1,03;1,60;2,82;3,63;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;G;2;b;SF6;Gg;0,00;0,00;0,00;0,00;0,00;0,29;0,29;0,33;0,57;0,60;1,44;0,90;1,31;2,44;0,93;2,06;2,25;2,73;1,55;2,17;2,79;1,77;1,82;1,93;2,19;2,26;2,48;2,74;2,85;2,99;3,10;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;G;2;e;SF6;Gg;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,01;0,05;0,09;0,09;0,04;0,08;0,08;0,06;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;;;;;;;;
INV;2;G;3;a;N2O;Gg;403,27;485,29;574,26;639,57;693,27;729,22;750,36;761,08;720,49;682,06;667,95;725,41;660,49;569,80;491,39;635,87;802,65;746,11;739,22;713,01;676,84;589,96;473,18;386,33;388,89;308,61;327,31;338,37;404,25;569,47;658,43;1,35;1,63;1,93;2,15;2,33;2,45;2,52;2,55;2,42;2,29;2,24;2,43;2,22;1,91;1,65;2,13;2,69;2,50;2,48;2,39;2,27;1,98;1,59;1,30;1,30;1,04;1,10;1,14;1,36;1,91;2,21;;;;;;;;;;
INV;2;G;3;b;N2O;Gg;1,16;1,16;1,16;1,15;1,15;1,15;1,14;1,14;1,14;1,13;1,12;1,11;1,13;1,08;0,67;0,74;0,77;0,82;0,92;1,02;1,11;1,14;1,21;1,30;1,27;1,26;1,59;1,80;1,45;1,42;1,04;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,01;0,01;0,00;0,00;0,00;;;;;;;;;;
INV;3;A;1;1;CH4;Gg;3.397,12;3.268,46;3.104,97;2.943,79;2.867,09;3.111,14;3.107,87;3.032,58;3.145,93;2.919,83;2.964,88;3.048,10;2.961,56;2.868,82;2.712,01;2.788,05;2.578,55;2.464,83;2.385,25;2.236,27;2.464,60;2.437,35;2.543,91;2.582,44;2.613,16;2.642,73;2.588,86;2.569,48;2.561,01;2.540,38;2.528,42;135,88;130,74;124,20;117,75;114,68;124,45;124,31;121,30;125,84;116,79;118,60;121,92;118,46;114,75;108,48;111,52;103,14;98,59;95,41;89,45;98,58;97,49;101,76;103,30;104,53;105,71;103,55;102,78;102,44;101,62;101,14;;;;;;;;;;
INV;3;A;1;2;CH4;Gg;5.581,27;5.518,29;5.512,99;5.715,87;6.137,83;6.579,67;7.236,98;7.120,05;7.185,69;7.852,44;7.877,51;8.110,36;8.295,49;8.464,56;8.784,63;8.341,63;8.323,31;8.634,72;8.280,91;8.171,13;8.438,84;8.342,80;8.041,54;7.765,26;8.146,90;8.352,04;8.592,50;8.803,61;8.977,87;9.068,09;9.121,41;223,25;220,73;220,52;228,63;245,51;263,19;289,48;284,80;287,43;314,10;315,10;324,41;331,82;338,58;351,39;333,67;332,93;345,39;331,24;326,85;337,55;333,71;321,66;310,61;325,88;334,08;343,70;352,14;359,11;362,72;364,86;;;;;;;;;;
INV;3;A;2;;CH4;Gg;3.791,06;3.804,72;3.951,34;3.908,01;3.833,90;3.671,90;4.103,58;4.086,82;4.131,97;4.187,58;4.557,76;4.359,75;4.343,52;4.350,85;4.152,11;4.320,15;4.264,40;4.264,96;3.813,98;3.838,90;3.768,03;3.412,18;3.208,10;3.160,86;2.971,81;3.066,91;3.050,93;3.049,13;3.008,73;2.936,67;2.947,89;151,64;152,19;158,05;156,32;153,36;146,88;164,14;163,47;165,28;167,50;182,31;174,39;173,74;174,03;166,08;172,81;170,58;170,60;152,56;153,56;150,72;136,49;128,32;126,43;118,87;122,68;122,04;121,97;120,35;117,47;117,92;;;;;;;;;;
INV;3;A;3;1;CH4;Gg;440,45;412,33;455,48;462,75;455,12;496,83;490,79;513,57;551,11;576,14;668,59;653,52;661,94;666,74;700,99;704,17;493,04;498,59;452,56;467,31;451,35;450,20;447,14;451,97;455,38;483,91;491,48;510,08;525,81;529,75;560,38;17,62;16,49;18,22;18,51;18,20;19,87;19,63;20,54;22,04;23,05;26,74;26,14;26,48;26,67;28,04;28,17;19,72;19,94;18,10;18,69;18,05;18,01;17,89;18,08;18,22;19,36;19,66;20,40;21,03;21,19;22,42;;;;;;;;;;
